,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0,0021500127,1610612750,MIN,Minnesota,2419,Tayshaun Prince,F,,18:35,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,-12.0
1,0021500127,1610612750,MIN,Minnesota,708,Kevin Garnett,F,,14:54,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,-14.0
2,0021500127,1610612750,MIN,Minnesota,1626157,Karl-Anthony Towns,C,,27:11,5.0,9.0,0.556,0.0,0.0,0.0,2.0,2.0,1.0,2.0,7.0,9.0,1.0,1.0,0.0,0.0,0.0,12.0,-7.0
3,0021500127,1610612750,MIN,Minnesota,203952,Andrew Wiggins,G,,41:36,10.0,19.0,0.526,1.0,4.0,0.25,5.0,6.0,0.833,0.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,26.0,1.0
4,0021500127,1610612750,MIN,Minnesota,203897,Zach LaVine,G,,40:05,11.0,22.0,0.5,4.0,7.0,0.571,0.0,0.0,0.0,1.0,5.0,6.0,4.0,1.0,0.0,2.0,1.0,26.0,0.0
5,0021500127,1610612750,MIN,Minnesota,202357,Nemanja Bjelica,,,25:02,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,10.0,-2.0
6,0021500127,1610612750,MIN,Minnesota,203476,Gorgui Dieng,,,11:24,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,1.0,0.0,1.0,2.0,2.0,-2.0
7,0021500127,1610612750,MIN,Minnesota,2755,Kevin Martin,,,12:56,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,-5.0
8,0021500127,1610612750,MIN,Minnesota,1889,Andre Miller,,,22:42,4.0,5.0,0.8,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,5.0,1.0,0.0,3.0,5.0,10.0,12.0
9,0021500127,1610612750,MIN,Minnesota,203498,Shabazz Muhammad,,,18:39,4.0,8.0,0.5,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,9.0,3.0
10,0021500127,1610612750,MIN,Minnesota,204014,Damjan Rudez,,,6:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
11,0021500127,1610612750,MIN,Minnesota,1626145,Tyus Jones,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,0021500127,1610612750,MIN,Minnesota,203940,Adreian Payne,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,0021500127,1610612754,IND,Indiana,101139,CJ Miles,F,,20:37,3.0,10.0,0.3,1.0,6.0,0.167,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,8.0,-14.0
14,0021500127,1610612754,IND,Indiana,202331,Paul George,F,,38:30,8.0,17.0,0.471,4.0,6.0,0.667,9.0,10.0,0.9,0.0,9.0,9.0,4.0,1.0,0.0,1.0,2.0,29.0,4.0
15,0021500127,1610612754,IND,Indiana,101133,Ian Mahinmi,C,,30:54,6.0,11.0,0.545,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0,9.0,1.0,1.0,0.0,0.0,1.0,12.0,2.0
16,0021500127,1610612754,IND,Indiana,101145,Monta Ellis,G,,36:51,11.0,17.0,0.647,1.0,4.0,0.25,1.0,2.0,0.5,1.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,24.0,7.0
17,0021500127,1610612754,IND,Indiana,201588,George Hill,G,,32:26,2.0,7.0,0.286,2.0,5.0,0.4,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,2.0,1.0,6.0,-5.0
18,0021500127,1610612754,IND,Indiana,202730,Lavoy Allen,,,28:18,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,2.0,0.0,0.0,2.0,6.0,21.0
19,0021500127,1610612754,IND,Indiana,201978,Chase Budinger,,,14:53,2.0,4.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,6.0,0.0
20,0021500127,1610612754,IND,Indiana,201941,Jordan Hill,,,16:11,2.0,5.0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,7.0,1.0,0.0,0.0,3.0,0.0,5.0,-1.0
21,0021500127,1610612754,IND,Indiana,203922,Glenn Robinson III,,,21:20,4.0,8.0,0.5,1.0,3.0,0.333,2.0,3.0,0.667,0.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,11.0,6.0
22,0021500127,1610612754,IND,Indiana,203524,Solomon Hill,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
23,0021500127,1610612754,IND,Indiana,201155,Rodney Stuckey,,DND - Sprained Rt. Ankle                ,,,,,,,,,,,,,,,,,,,,
24,0021500127,1610612754,IND,Indiana,1626167,Myles Turner,,"DND - Chip Fracture, Lt. Thumb          ",,,,,,,,,,,,,,,,,,,,
25,0021500127,1610612754,IND,Indiana,1626202,Joe Young,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
